x,y
1412.891357421875,4177.5625
1410.891357421875,4193.24072265625
1408.891357421875,4203.81640625
1406.891357421875,4229.46484375
1404.891357421875,4193.59423828125
1402.891357421875,4222.14697265625
1400.891357421875,4242.884765625
1398.891357421875,4216.142578125
1396.891357421875,4233.03857421875
1394.891357421875,4212.44384765625
1392.891357421875,4186.10498046875
1390.891357421875,4173.37548828125
1388.891357421875,4142.56884765625
1386.891357421875,4112.7646484375
1384.891357421875,4102.5537109375
1382.891357421875,4047.271484375
1380.891357421875,4058.09521484375
1378.891357421875,4045.45849609375
1376.891357421875,4050.693603515625
1374.891357421875,4016.092529296875
1372.891357421875,4005.347412109375
1370.891357421875,4007.21142578125
1368.891357421875,4031.4091796875
1366.891357421875,4044.375732421875
1364.891357421875,4013.448974609375
1362.891357421875,4056.752197265625
1360.891357421875,4033.956787109375
1358.891357421875,4082.684814453125
1356.891357421875,4025.719482421875
1354.891357421875,4078.5966796875
1352.891357421875,4100.44873046875
1350.891357421875,4127.31396484375
1348.891357421875,4134.677734375
1346.891357421875,4193.5751953125
1344.891357421875,4237.2646484375
1342.891357421875,4265.28955078125
1340.891357421875,4311.7529296875
1338.891357421875,4395.58154296875
1336.891357421875,4443.783203125
1334.891357421875,4509.91064453125
1332.891357421875,4576.87548828125
1330.891357421875,4656.89990234375
1328.891357421875,4726.47412109375
1326.891357421875,4782.79296875
1324.891357421875,4789.13671875
1322.891357421875,4803.595703125
1320.891357421875,4748.5185546875
1318.891357421875,4674.638671875
1316.891357421875,4593.03662109375
1314.891357421875,4461.55517578125
1312.891357421875,4362.42822265625
1310.891357421875,4263.04052734375
1308.891357421875,4173.02197265625
1306.891357421875,4131.6328125
1304.891357421875,4099.70849609375
1302.891357421875,4019.926025390625
1300.891357421875,4006.66455078125
1298.891357421875,4015.97412109375
1296.891357421875,3975.760498046875
1294.891357421875,3945.8310546875
1292.891357421875,3918.0556640625
1290.891357421875,3868.899169921875
1288.891357421875,3885.201171875
1286.891357421875,3845.542724609375
1284.891357421875,3842.415283203125
1282.891357421875,3826.689453125
1280.891357421875,3798.485107421875
1278.891357421875,3825.530029296875
1276.891357421875,3776.708984375
1274.891357421875,3826.941162109375
1272.891357421875,3795.2265625
1270.891357421875,3807.68603515625
1268.891357421875,3786.705322265625
1266.891357421875,3748.887451171875
1264.891357421875,3767.935791015625
1262.891357421875,3743.637451171875
1260.891357421875,3747.212158203125
1258.891357421875,3753.43994140625
1256.891357421875,3724.636962890625
1254.891357421875,3755.805908203125
1252.891357421875,3736.144775390625
1250.891357421875,3729.68994140625
1248.891357421875,3742.06591796875
1246.891357421875,3756.14111328125
1244.891357421875,3719.8056640625
1242.891357421875,3718.748046875
1240.891357421875,3695.2861328125
1238.891357421875,3715.049560546875
1236.891357421875,3715.1181640625
1234.891357421875,3713.991943359375
1232.891357421875,3689.76025390625
1230.891357421875,3699.506103515625
1228.891357421875,3653.062255859375
1226.891357421875,3685.806396484375
1224.891357421875,3708.75537109375
1222.891357421875,3694.957275390625
1220.891357421875,3718.197998046875
1218.891357421875,3705.750732421875
1216.891357421875,3680.998046875
1214.891357421875,3689.28759765625
1212.891357421875,3654.755126953125
1210.891357421875,3674.878173828125
1208.891357421875,3648.320556640625
1206.891357421875,3643.193115234375
1204.891357421875,3627.51171875
1202.891357421875,3629.193603515625
1200.891357421875,3618.36376953125
1198.891357421875,3609.634521484375
1196.891357421875,3641.6787109375
1194.891357421875,3631.4755859375
1192.891357421875,3641.23876953125
1190.891357421875,3646.42626953125
1188.891357421875,3651.717529296875
1186.891357421875,3627.610595703125
1184.891357421875,3639.669189453125
1182.891357421875,3606.512939453125
1180.891357421875,3598.564697265625
1178.891357421875,3596.74365234375
1176.891357421875,3556.892333984375
1174.891357421875,3534.947509765625
1172.891357421875,3571.821533203125
1170.891357421875,3539.9541015625
1168.891357421875,3514.090087890625
1166.891357421875,3532.241943359375
1164.891357421875,3527.14794921875
1162.891357421875,3557.743408203125
1160.891357421875,3597.2470703125
1158.891357421875,3627.8759765625
1156.891357421875,3665.251953125
1154.891357421875,3685.981201171875
1152.891357421875,3783.9423828125
1150.891357421875,3848.06103515625
1148.891357421875,3908.28076171875
1146.891357421875,3953.302001953125
1144.891357421875,3977.098388671875
1142.891357421875,4024.89599609375
1140.891357421875,4058.409423828125
1138.891357421875,4142.54736328125
1136.891357421875,4120.73876953125
1134.891357421875,4085.924072265625
1132.891357421875,4023.657470703125
1130.891357421875,3928.833984375
1128.891357421875,3856.4677734375
1126.891357421875,3801.630615234375
1124.891357421875,3744.08349609375
1122.891357421875,3750.378173828125
1120.891357421875,3680.22998046875
1118.891357421875,3695.05419921875
1116.891357421875,3703.319580078125
1114.891357421875,3679.693603515625
1112.891357421875,3741.043212890625
1110.891357421875,3736.353271484375
1108.891357421875,3751.138427734375
1106.891357421875,3793.266845703125
1104.891357421875,3825.4658203125
1102.891357421875,3873.897216796875
1100.891357421875,3900.18408203125
1098.891357421875,3927.32666015625
1096.891357421875,3984.289306640625
1094.891357421875,4067.330810546875
1092.891357421875,4075.61328125
1090.891357421875,4061.439453125
1088.891357421875,4059.874755859375
1086.891357421875,3985.41796875
1084.891357421875,3918.12548828125
1082.891357421875,3831.205078125
1080.891357421875,3784.0146484375
1078.891357421875,3719.0869140625
1076.891357421875,3658.623046875
1074.891357421875,3646.75537109375
1072.891357421875,3564.8125
1070.891357421875,3571.724853515625
1068.891357421875,3539.081787109375
1066.891357421875,3515.060302734375
1064.891357421875,3532.637939453125
1062.891357421875,3511.101806640625
1060.891357421875,3484.328369140625
1058.891357421875,3465.968505859375
1056.891357421875,3466.3759765625
1054.891357421875,3518.97509765625
1052.891357421875,3476.855224609375
1050.891357421875,3484.60791015625
1048.891357421875,3503.26318359375
1046.891357421875,3473.560791015625
1044.891357421875,3464.757080078125
1042.891357421875,3474.363525390625
1040.891357421875,3474.08056640625
1038.891357421875,3458.00732421875
1036.891357421875,3457.804443359375
1034.891357421875,3459.860107421875
1032.891357421875,3457.7939453125
1030.891357421875,3417.995361328125
1028.891357421875,3432.6748046875
1026.891357421875,3414.3154296875
1024.891357421875,3430.54052734375
1022.891357421875,3399.80615234375
1020.891357421875,3393.815185546875
1018.891357421875,3403.071533203125
1016.891357421875,3392.791259765625
1014.891357421875,3405.981201171875
1012.891357421875,3393.52197265625
1010.891357421875,3364.8798828125
1008.891357421875,3351.330322265625
1006.891357421875,3359.47265625
1004.891357421875,3337.408935546875
1002.891357421875,3329.31103515625
1000.891357421875,3314.620849609375
998.891357421875,3304.88330078125
996.891357421875,3302.6416015625
994.891357421875,3330.90673828125
992.891357421875,3263.970458984375
990.891357421875,3293.2197265625
988.891357421875,3282.78515625
986.891357421875,3286.447509765625
984.891357421875,3293.75
982.891357421875,3303.031494140625
980.891357421875,3327.527099609375
978.891357421875,3322.635498046875
976.891357421875,3344.008056640625
974.891357421875,3339.1591796875
972.891357421875,3362.315185546875
970.891357421875,3365.567138671875
968.891357421875,3347.79833984375
966.891357421875,3394.10498046875
964.891357421875,3362.291259765625
962.891357421875,3338.9501953125
960.891357421875,3352.02392578125
958.891357421875,3306.153076171875
956.891357421875,3288.589599609375
954.891357421875,3279.51025390625
952.891357421875,3287.14599609375
950.891357421875,3264.293212890625
948.891357421875,3245.653076171875
946.891357421875,3258.819580078125
944.891357421875,3250.419677734375
942.891357421875,3236.44189453125
940.891357421875,3257.641845703125
938.891357421875,3236.93603515625
936.891357421875,3199.376953125
934.891357421875,3216.1669921875
932.891357421875,3177.763916015625
930.891357421875,3179.7392578125
928.891357421875,3182.01318359375
926.891357421875,3147.82275390625
924.891357421875,3160.813232421875
922.891357421875,3153.19189453125
920.891357421875,3171.35888671875
918.891357421875,3141.143310546875
916.891357421875,3134.7001953125
914.891357421875,3120.469482421875
912.891357421875,3126.360595703125
910.891357421875,3127.97998046875
908.891357421875,3082.5224609375
906.891357421875,3116.1103515625
904.891357421875,3117.762939453125
902.891357421875,3131.627685546875
900.891357421875,3103.613037109375
898.891357421875,3101.283935546875
896.891357421875,3089.935546875
894.891357421875,3102.05029296875
892.891357421875,3074.332275390625
890.891357421875,3062.647705078125
888.891357421875,3066.158447265625
886.891357421875,3046.0439453125
884.891357421875,3062.072021484375
882.891357421875,3047.243408203125
880.891357421875,3060.41259765625
878.891357421875,3048.115478515625
876.891357421875,3019.128173828125
874.891357421875,3031.890380859375
872.891357421875,3010.282470703125
870.891357421875,2996.1650390625
868.891357421875,3019.169921875
866.891357421875,2985.5478515625
864.891357421875,2972.95166015625
862.891357421875,2963.25439453125
860.891357421875,2962.837890625
858.891357421875,2965.26904296875
856.891357421875,2973.092529296875
854.891357421875,2961.590576171875
852.891357421875,2974.318115234375
850.891357421875,2928.279541015625
848.891357421875,2954.529296875
846.891357421875,2951.68359375
844.891357421875,2936.71826171875
842.891357421875,2919.594970703125
840.891357421875,2908.673583984375
838.891357421875,2927.1904296875
836.891357421875,2921.13134765625
834.891357421875,2904.39306640625
832.891357421875,2916.18798828125
830.891357421875,2906.951416015625
828.891357421875,2883.67822265625
826.891357421875,2868.875
824.891357421875,2870.8203125
822.891357421875,2879.6103515625
820.891357421875,2888.796142578125
