x,y
1412.891357421875,3941.983154296875
1410.891357421875,3960.757568359375
1408.891357421875,3955.15869140625
1406.891357421875,3976.58837890625
1404.891357421875,3987.9228515625
1402.891357421875,3978.637451171875
1400.891357421875,3999.538818359375
1398.891357421875,4027.152587890625
1396.891357421875,4021.853515625
1394.891357421875,4012.058349609375
1392.891357421875,4012.39697265625
1390.891357421875,3965.189697265625
1388.891357421875,3956.929443359375
1386.891357421875,3944.660888671875
1384.891357421875,3938.472412109375
1382.891357421875,3933.894287109375
1380.891357421875,3911.0234375
1378.891357421875,3889.76513671875
1376.891357421875,3880.82666015625
1374.891357421875,3872.36572265625
1372.891357421875,3897.02978515625
1370.891357421875,3894.107177734375
1368.891357421875,3883.53125
1366.891357421875,3883.8740234375
1364.891357421875,3898.731201171875
1362.891357421875,3919.82177734375
1360.891357421875,3906.0693359375
1358.891357421875,3915.361083984375
1356.891357421875,3937.43115234375
1354.891357421875,3964.9912109375
1352.891357421875,3981.16748046875
1350.891357421875,3998.99560546875
1348.891357421875,4041.79541015625
1346.891357421875,4052.349365234375
1344.891357421875,4073.15283203125
1342.891357421875,4166.34814453125
1340.891357421875,4232.61083984375
1338.891357421875,4267.43359375
1336.891357421875,4358.46630859375
1334.891357421875,4424.27783203125
1332.891357421875,4497.9775390625
1330.891357421875,4561.873046875
1328.891357421875,4658.85986328125
1326.891357421875,4700.515625
1324.891357421875,4762.1484375
1322.891357421875,4742.23388671875
1320.891357421875,4743.0986328125
1318.891357421875,4671.1943359375
1316.891357421875,4570.53662109375
1314.891357421875,4450.50732421875
1312.891357421875,4370.72412109375
1310.891357421875,4261.7900390625
1308.891357421875,4151.68359375
1306.891357421875,4140.5859375
1304.891357421875,4075.989013671875
1302.891357421875,4025.605224609375
1300.891357421875,3972.26806640625
1298.891357421875,3977.818359375
1296.891357421875,3940.631103515625
1294.891357421875,3909.369384765625
1292.891357421875,3921.20849609375
1290.891357421875,3886.902099609375
1288.891357421875,3875.56787109375
1286.891357421875,3841.51025390625
1284.891357421875,3830.614013671875
1282.891357421875,3802.40234375
1280.891357421875,3812.335205078125
1278.891357421875,3845.063720703125
1276.891357421875,3804.2880859375
1274.891357421875,3811.697509765625
1272.891357421875,3766.105712890625
1270.891357421875,3772.80126953125
1268.891357421875,3758.010986328125
1266.891357421875,3755.251708984375
1264.891357421875,3735.225341796875
1262.891357421875,3736.88232421875
1260.891357421875,3726.730712890625
1258.891357421875,3709.48779296875
1256.891357421875,3702.5361328125
1254.891357421875,3703.7880859375
1252.891357421875,3695.69677734375
1250.891357421875,3725.6328125
1248.891357421875,3659.75390625
1246.891357421875,3677.624267578125
1244.891357421875,3675.680908203125
1242.891357421875,3670.048583984375
1240.891357421875,3639.37255859375
1238.891357421875,3624.867431640625
1236.891357421875,3658.87451171875
1234.891357421875,3652.23876953125
1232.891357421875,3637.98681640625
1230.891357421875,3631.7392578125
1228.891357421875,3642.359130859375
1226.891357421875,3663.568603515625
1224.891357421875,3646.1923828125
1222.891357421875,3666.560302734375
1220.891357421875,3666.32666015625
1218.891357421875,3646.405517578125
1216.891357421875,3648.150390625
1214.891357421875,3640.802978515625
1212.891357421875,3659.027099609375
1210.891357421875,3614.309814453125
1208.891357421875,3605.380126953125
1206.891357421875,3603.452880859375
1204.891357421875,3575.406982421875
1202.891357421875,3606.180419921875
1200.891357421875,3591.146484375
1198.891357421875,3605.771484375
1196.891357421875,3554.5146484375
1194.891357421875,3591.28515625
1192.891357421875,3608.39404296875
1190.891357421875,3599.54150390625
1188.891357421875,3621.043701171875
1186.891357421875,3617.84375
1184.891357421875,3611.557373046875
1182.891357421875,3599.947265625
1180.891357421875,3602.305419921875
1178.891357421875,3599.449951171875
1176.891357421875,3601.771728515625
1174.891357421875,3586.81689453125
1172.891357421875,3551.485107421875
1170.891357421875,3539.04296875
1168.891357421875,3571.97802734375
1166.891357421875,3575.41552734375
1164.891357421875,3573.888916015625
1162.891357421875,3599.73828125
1160.891357421875,3616.231201171875
1158.891357421875,3624.294677734375
1156.891357421875,3683.521484375
1154.891357421875,3726.593505859375
1152.891357421875,3790.662109375
1150.891357421875,3872.349853515625
1148.891357421875,3907.35009765625
1146.891357421875,3947.264892578125
1144.891357421875,4017.362548828125
1142.891357421875,4043.10302734375
1140.891357421875,4068.437744140625
1138.891357421875,4108.21630859375
1136.891357421875,4114.96337890625
1134.891357421875,4082.364013671875
1132.891357421875,4035.480712890625
1130.891357421875,3981.89794921875
1128.891357421875,3893.22607421875
1126.891357421875,3836.293701171875
1124.891357421875,3789.5126953125
1122.891357421875,3759.1865234375
1120.891357421875,3767.968505859375
1118.891357421875,3750.090087890625
1116.891357421875,3760.38330078125
1114.891357421875,3755.192626953125
1112.891357421875,3775.41552734375
1110.891357421875,3791.20166015625
1108.891357421875,3801.739990234375
1106.891357421875,3803.443115234375
1104.891357421875,3860.81640625
1102.891357421875,3878.464111328125
1100.891357421875,3934.109619140625
