x,y
1412.891357421875,4922.99951171875
1410.891357421875,4999.0751953125
1408.891357421875,4993.22314453125
1406.891357421875,4960.77099609375
1404.891357421875,4995.318359375
1402.891357421875,5005.6513671875
1400.891357421875,5011.79833984375
1398.891357421875,4991.7578125
1396.891357421875,5045.75244140625
1394.891357421875,5034.6689453125
1392.891357421875,4989.05029296875
1390.891357421875,5000.58154296875
1388.891357421875,5015.1884765625
1386.891357421875,4986.64501953125
1384.891357421875,4953.4560546875
1382.891357421875,4912.01171875
1380.891357421875,4910.0615234375
1378.891357421875,4901.5712890625
1376.891357421875,4862.88134765625
1374.891357421875,4841.57470703125
1372.891357421875,4835.11083984375
1370.891357421875,4816.61279296875
1368.891357421875,4792.57177734375
1366.891357421875,4758.3291015625
1364.891357421875,4758.81494140625
1362.891357421875,4763.5693359375
1360.891357421875,4737.68212890625
1358.891357421875,4741.00048828125
1356.891357421875,4725.2734375
1354.891357421875,4735.060546875
1352.891357421875,4740.6904296875
1350.891357421875,4769.36962890625
1348.891357421875,4775.55712890625
1346.891357421875,4805.07666015625
1344.891357421875,4801.2451171875
1342.891357421875,4818.26123046875
1340.891357421875,4835.88818359375
1338.891357421875,4904.0341796875
1336.891357421875,4912.48291015625
1334.891357421875,4974.1552734375
1332.891357421875,4989.75048828125
1330.891357421875,5055.61767578125
1328.891357421875,5114.82861328125
1326.891357421875,5129.7451171875
1324.891357421875,5127.17333984375
1322.891357421875,5168.84375
1320.891357421875,5153.548828125
1318.891357421875,5127.10595703125
1316.891357421875,5063.13818359375
1314.891357421875,4978.33642578125
1312.891357421875,4921.99609375
1310.891357421875,4854.171875
1308.891357421875,4853.93017578125
1306.891357421875,4831.8388671875
1304.891357421875,4799.61328125
1302.891357421875,4747.80419921875
1300.891357421875,4739.376953125
1298.891357421875,4717.64892578125
1296.891357421875,4674.24560546875
1294.891357421875,4621.3017578125
1292.891357421875,4629.05126953125
1290.891357421875,4595.16455078125
1288.891357421875,4515.77685546875
1286.891357421875,4538.34619140625
1284.891357421875,4551.81591796875
1282.891357421875,4550.24755859375
1280.891357421875,4540.02880859375
1278.891357421875,4530.2021484375
1276.891357421875,4526.4453125
1274.891357421875,4525.93115234375
1272.891357421875,4505.93603515625
1270.891357421875,4503.5126953125
1268.891357421875,4473.05859375
1266.891357421875,4473.68310546875
1264.891357421875,4428.77734375
1262.891357421875,4422.26171875
1260.891357421875,4417.60302734375
1258.891357421875,4416.23095703125
1256.891357421875,4405.42578125
1254.891357421875,4382.16796875
1252.891357421875,4386.16455078125
1250.891357421875,4378.14794921875
1248.891357421875,4357.18310546875
1246.891357421875,4333.4716796875
1244.891357421875,4344.52783203125
1242.891357421875,4334.10498046875
1240.891357421875,4322.70458984375
1238.891357421875,4324.89599609375
1236.891357421875,4298.4423828125
1234.891357421875,4320.73876953125
1232.891357421875,4297.31884765625
1230.891357421875,4293.31689453125
1228.891357421875,4290.73046875
1226.891357421875,4290.791015625
1224.891357421875,4263.748046875
1222.891357421875,4273.20654296875
1220.891357421875,4284.458984375
